ID,Label,Parent,Equivalent Class,has characteristic,Definition,term editor,has cross-reference
OLAS:3716317,129-Elane<tm1(cre)Roes> Ctsg<tm1.1Roes>/H,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3716317
OLAS:3716319,129-Elane<tm1(cre)Roes>/H,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3716319
OLAS:2165003,129-Exoc4<Gt(SABetageo4)Sor>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2165003
OLAS:5490139,129-Foxa2<tm1Jrt>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5490139
OLAS:5693122,129(FVB)-Hdac6<tm1.1Tyao>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5693122
OLAS:6331987,129(FVB)-Klf3<tm1Merc>/Apb,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6331987
OLAS:6145845,129;FVB-Tg(PDGFB-Ptn)2Rau/RauRbrc,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6145845
OLAS:2164664,129-Fyn<tm1Sor>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2164664
OLAS:3614426,129-Gabra2<tm1.1Uru>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3614426
OLAS:3614425,129-Gabra3<tm1.1Uru>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3614425
OLAS:6332222,129-Gal<tm1Wyn>/Apb,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6332222
OLAS:4452479,129-Gnai2<tm1Lbi>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:4452479
OLAS:4887567,129-Gnasas1<tm1Jop>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:4887567
OLAS:6144611,129-Gnptab<tm1Zili>/SiecRbrc,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6144611
OLAS:2165530,129-Gt(ROSA)26Sor/J,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2165530
OLAS:3665261,129-Gt(ROSA)26Sor<tm1(CAG-EGFP)Luo>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:3665261
OLAS:7658894,129-Gt(ROSA)26Sor<tm1(CAG-F2r*)H>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7658894
OLAS:3665260,129-Gt(ROSA)26Sor<tm2(CAG-Dsred2/EGFP)Luo>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:3665260
OLAS:3665259,129-Gt(ROSA)26Sor<tm3(CAG-EGFP/Dsred2)Luo>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:3665259
OLAS:6331732,129-Hccs<tm1Tcc>/MarpApb,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6331732
OLAS:6332068,129-Hck<tm1Ern>/LudApb,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6332068
OLAS:6430177,129-Hdc<tm1.2Ute>/Mmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6430177
OLAS:6430176,129-Hdc<tm1Ute>/Mmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6430176
OLAS:3711355,129-Hey2<tm2Eno>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3711355
OLAS:3051110,129-Hfe<tm1.1Nca>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3051110
OLAS:5569000,129-Hnf1b<tm1Sce>/Cnrm,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5569000
OLAS:5575501,(129-Hprt1<b-m3> x C57BL/6)F1,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5575501
OLAS:5490223,129-Htr1b<tm1Rhn>/Cnrm,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5490223
OLAS:4452250,129-Htr1b<tm1Rhn>/Mmnc,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:4452250
OLAS:6108353,129-Hyal3<tm1Btr>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6108353
OLAS:5584126,129-Ifnar1<tm1Agt>/Apb,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5584126
OLAS:5584138,129-Ifngr1<tm1Agt>/Apb,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5584138
OLAS:5584125,129-Ifngr1<tm1Agt> Ifnar1<tm1Agt>/Apb,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5584125
OLAS:2165098,129-Ifngr1<tm1Agt>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2165098
OLAS:2162178,129-Ighd<tm1Cgn>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2162178
OLAS:2163250,129-Igll1<tm1Cgn>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2163250
OLAS:2174085,129-Ihh<tm1Amc>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2174085
OLAS:3040063,129-Il1rl1<tm1Brl>/ZbzCnrm,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3040063
OLAS:5577259,129-Iqgap1<tm1Aber>/VsJ,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5577259
OLAS:6192444,129-Itga5<tm2Hyn>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6192444
OLAS:2174086,129-Itgb5<tm1Des>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2174086
OLAS:4941611,129-Itsn1<tm1.1Mapr>/Apb,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:4941611
OLAS:4941715,129-Itsn1<tm2.1Mapr>/Apb,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:4941715
OLAS:6295350,129/JY,laboratory mouse,,inbred,,Oliver He|Jie Zheng|Leo Yeh,MGI:6295350
OLAS:3801435,129-Kat2a<tm1Roth>/Kat2a<tm3Roth>,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:3801435
OLAS:2174333,129-Kcne1<tm1Sfh>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2174333
OLAS:3629390,129-Kcnma1<tm1Ruth>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3629390
OLAS:5575499,129-Kif18a<tm1Zgwg>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5575499
OLAS:6335845,129-Kiss1<tm2(cre/GFP)Coll>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6335845
OLAS:2163653,129-Kras<tm1Tyj>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2163653
OLAS:5049866,129-Lepr<tm1.1Rll>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5049866
OLAS:2182157,129-Lta4h<tm1Bhk>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2182157
OLAS:4833969,129-M6pr<tm1Psa>/Cnrm,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:4833969
OLAS:5429686,129-Maoa<K284stop>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5429686
OLAS:5504453,129-Map2k1<tm1.1Bacc>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5504453
OLAS:5308746,129-Mcm2<tm1(cre/ERT2)Scpr>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5308746
OLAS:5308747,129-Mcm2<tm2Scpr>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5308747
OLAS:3618489,129-Mdm2<tm1Mep>/Nci,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3618489
OLAS:5297109,129-Men1<tm1Zqw>/Orl,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5297109
OLAS:7571100,129;MF1-Igf1<tm1Arge>/Cnbc,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7571100
OLAS:5494637,129-Mirc14<tm1.1Czc>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5494637
OLAS:2447491,129/Ml,laboratory mouse,,inbred,,Oliver He|Jie Zheng|Leo Yeh,MGI:2447491
OLAS:6144697,129-Mroh4<tm1Hok>/Rbrc,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6144697
OLAS:6333141,129-Mxra8<tm1Ref>/Ref,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6333141
OLAS:4452117,129-Myh7<tm1Unc>/Mmnc,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:4452117
OLAS:3716475,129-Ncf1<tm1Hbd>/H,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3716475
OLAS:3618484,129-Nf1<tm1Fcr>/Nci,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3618484
OLAS:7258061,129-Nkx2-1<tm1.1Jrt>/Tcp,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7258061
OLAS:6331543,129-Nkx2-5<tm2(cre)Rph> Nodal<tm1Mku>/Apb,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6331543
OLAS:6474663,129-Nlgn3<tm1Smoc>/Smoc,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6474663
OLAS:3629193,129-Nme1<tm1Jyd>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3629193
OLAS:6331686,129-Nos2<tm1Mrl>/AnuApb,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6331686
OLAS:5446789,129-Nphs2<tm1Antc>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5446789
OLAS:2178777,129-Npr1<tm1Gar>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2178777
OLAS:4836583,129-Nr1h3<tm1Djm>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:4836583
OLAS:5468715,129-Nrarp<tm1Grid>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5468715
OLAS:2164588,129-Ntf5<tm1Jae>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2164588
OLAS:2162790,129/Orl,laboratory mouse,,inbred,,Oliver He|Jie Zheng|Leo Yeh,MGI:2162790
OLAS:4833980,129-Otx1<tm1Asim>/Orl,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:4833980
OLAS:2671646,129P1,laboratory mouse,,inbred,,Oliver He|Jie Zheng|Leo Yeh,MGI:2671646
OLAS:2164885,129P1/Re,laboratory mouse,,inbred,,Oliver He|Jie Zheng|Leo Yeh,MGI:2164885
OLAS:2160028,129P1/ReJ,laboratory mouse,,inbred,,Oliver He|Jie Zheng|Leo Yeh,MGI:2160028
OLAS:2161252,129P1/ReJ-Cacna1s<mdg>,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2161252
OLAS:2163622,129P1/ReJLacFib,laboratory mouse,,inbred,,Oliver He|Jie Zheng|Leo Yeh,MGI:2163622
OLAS:2162487,129P1/ReJ-Lama2<dy>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2162487
OLAS:2164912,129P1/Re-Lama2<dy>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2164912
OLAS:2669356,129P1/ReWl,laboratory mouse,,inbred,,Oliver He|Jie Zheng|Leo Yeh,MGI:2669356
OLAS:5441512,129P2.129S7-Csk<tm1Sor>,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5441512
OLAS:3037887,129P2.129-Tfap2b<tm1Rbu>,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3037887
OLAS:2165229,129P2(B6)-B2m<tm1Unc>/Dcr,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2165229
OLAS:5653550,129P2(C)-Cecr2<Gt(pGT1)1Hemc>,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5653550
OLAS:6335830,129P2(Cg)-Galr1<tm1.1Wyn>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6335830
OLAS:6428041,129P2(Cg)-Galr2<tm1.1Wyn>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6428041
OLAS:6424002,129P2(Cg)-Lama5<tm1.1Mggte>/Mggte,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6424002
OLAS:3604859,129P2.Cg-Ptgir<tm1Sna> Tbxa2r<tm1Cof>,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3604859
OLAS:6121781,129P2.Cg-Tg(TetO-Gal)82Wyn/WynH,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6121781
OLAS:3641314,129P2-Gal<tm1Wyn>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3641314
OLAS:2160930,129P2/Ola,laboratory mouse,,inbred,,Oliver He|Jie Zheng|Leo Yeh,MGI:2160930
OLAS:2164147,129P2/OlaHsd,laboratory mouse,,inbred,,Oliver He|Jie Zheng|Leo Yeh,MGI:2164147
OLAS:4352729,129P2/OlaHsd-Aifm1<tm1Pngr>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:4352729
OLAS:4360750,129P2/OlaHsd-Apc<tm2Rfo>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:4360750
OLAS:3809980,129P2/OlaHsd-Apobec3<Gt(XN450)Byg>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3809980
OLAS:4843195,129P2/OlaHsd-Apobec3<Gt(XN450)Byg>/Mmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:4843195
OLAS:4948546,129P2/OlaHsd-Aprt<tm1Dwm>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:4948546
OLAS:5749255,129P2/OlaHsd-Cep290<Gt(CC0582)Wtsi>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5749255
OLAS:3845826,129P2/OlaHsd-Dbp<tm1Schb>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3845826
OLAS:5699097,129P2/OlaHsd-Dnajb9<Gt(KST256)Byg>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5699097
OLAS:3623732,129P2/OlaHsd-Eng<tm1Hma>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3623732
OLAS:3629031,129P2/OlaHsd-Eng<tm1Mle>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3629031
OLAS:4887561,129P2/OlaHsd-Fbxl3<Gt(CB0226)Wtsi>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:4887561
OLAS:6121780,129P2/OlaHsd-Gal<tm1Wyn>/WynH,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6121780
OLAS:3706233,129P2/OlaHsd-Hprt1<b-m3>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3706233
OLAS:3704879,129P2/OlaHsd-Itgb1<tm1Son>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3704879
OLAS:3704880,129P2/OlaHsd-Itgb1<tm2Son>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3704880
OLAS:3836466,129P2/OlaHsd-Itgb4<tm1Son>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3836466
OLAS:3698140,129P2/OlaHsd-Jmjd6<Gt(RRJ099)Byg>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3698140
OLAS:5766637,129P2/OlaHsd-Kras<tm1Epa>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5766637
OLAS:4887581,129P2/OlaHsd-Map3k1<Gt(YTC001)Byg>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:4887581
OLAS:4887393,129P2/OlaHsd-Mkrn1<Gt(RRB087)Byg>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:4887393
OLAS:3719903,129P2/OlaHsd-Mtap<Gt(RRK081)Byg>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3719903
OLAS:3771592,129P2/OlaHsd-Nat2<tm1Esim>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3771592
OLAS:5767212,129P2/OlaHsd-Prnd<tm1Dwm>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5767212
OLAS:5767213,129P2/OlaHsd-Prnp/Prnd<tm1Dwm>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5767213
OLAS:6335493,129P2/OlaHsd-Prnp<tm1.1Jcmn>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6335493
OLAS:2177453,129P2/OlaHsd-Prnp<tm1Edin>/EdinH,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2177453
OLAS:2177454,129P2/OlaHsd-Prnp<tm1Rcm>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2177454
OLAS:6335492,129P2/OlaHsd-Prnp<tm2.1Jcmn>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6335492
OLAS:5477801,129P2/OlaHsd-Prnp<tm2Edin>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5477801
OLAS:5298017,129P2/OlaHsd-Prnp<tm2Edin>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5298017
OLAS:5317156,129P2/OlaHsd-Rab18<Gt(EUCE0233a03)Hmgu>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5317156
OLAS:3695036,129P2/OlaHsd-Ranbp2<Gt(pGT0pfs)630Wcs>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3695036
OLAS:3665226,129P2/OlaHsd-S100g<del1>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3665226
OLAS:6729926,129P2/OlaHsd-Scn5a<tm1Care>/Care,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6729926
OLAS:4418345,129P2/OlaHsd-Sdhd<tm1Jpb>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:4418345
OLAS:3776871,129P2/OlaHsd-Tcf3<tm1Cmu>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3776871
OLAS:4887566,129P2/OlaHsd-Tpcn1<Gt(XG716)Byg>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:4887566
OLAS:4887396,129P2/OlaHsd-Tpcn2<Gt(YHD437)Byg>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:4887396
OLAS:3804047,129P2/OlaHsd-Wt1<tm1Mlh>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3804047
OLAS:5560458,129P2/OlaHsd-Wt1<tm1Mlh>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5560458
OLAS:3611488,129P2/OlaHsd-Wt1<tm2Hst>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3611488
OLAS:5466400,129P2/OlaHsdWtsi,laboratory mouse,,inbred,,Oliver He|Jie Zheng|Leo Yeh,MGI:5466400
OLAS:2671648,129P3,laboratory mouse,,inbred,,Oliver He|Jie Zheng|Leo Yeh,MGI:2671648
OLAS:5567988,129P3.B6-Tas1r3<Sac-b>/MonMmnc,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5567988
OLAS:3046906,129P3.Cg-Alppl2<tm1Jlm>,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3046906
OLAS:2661783,129P3/J,laboratory mouse,,inbred,,Oliver He|Jie Zheng|Leo Yeh,MGI:2661783
OLAS:5425674,129P3/J-Chr 1<C57BL/6ByJ>/MonMmjax,laboratory mouse,,consomic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5425674
OLAS:5504474,129P3/J-Chr 2<C57BL/6ByJ>/Mon,laboratory mouse,,consomic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5504474
OLAS:5425675,129P3/J-Chr 2<C57BL/6ByJ>/MonMmjax,laboratory mouse,,consomic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5425675
OLAS:5425680,129P3/J-Chr 7<C57BL/6ByJ>/MonMmjax,laboratory mouse,,consomic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5425680
OLAS:5425681,129P3/J-Chr 9<C57BL/6ByJ>/MonMmjax,laboratory mouse,,consomic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5425681
OLAS:2165174,129P3/JEmsJ,laboratory mouse,,inbred,,Oliver He|Jie Zheng|Leo Yeh,MGI:2165174
OLAS:2669364,129P3/JGa,laboratory mouse,,inbred,,Oliver He|Jie Zheng|Leo Yeh,MGI:2669364
OLAS:2165252,129P3/J-Lepr<db-3J>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2165252
OLAS:5049867,129P3/J-Lepr<tm1.1Rll>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5049867
OLAS:3695290,129P3/J-Lmx1a<dr-10J>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3695290
OLAS:2669365,129P3/JN,laboratory mouse,,inbred,,Oliver He|Jie Zheng|Leo Yeh,MGI:2669365
OLAS:2669366,129P3/JScr,laboratory mouse,,inbred,,Oliver He|Jie Zheng|Leo Yeh,MGI:2669366
OLAS:6359827,129P3/J-Ush1c<dfcr-4J>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6359827
OLAS:2162061,129P4.Cg-Axin1<Fu>/J,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2162061
OLAS:2160558,129P4/Rr,laboratory mouse,,inbred,,Oliver He|Jie Zheng|Leo Yeh,MGI:2160558
OLAS:2164640,129P4/RrDgWtRk,laboratory mouse,,inbred,,Oliver He|Jie Zheng|Leo Yeh,MGI:2164640
OLAS:2163314,129P4/RrDt,laboratory mouse,,inbred,,Oliver He|Jie Zheng|Leo Yeh,MGI:2163314
OLAS:2162237,129P4/RrGa,laboratory mouse,,inbred,,Oliver He|Jie Zheng|Leo Yeh,MGI:2162237
OLAS:2669355,129P4/RrHaAo,laboratory mouse,,inbred,,Oliver He|Jie Zheng|Leo Yeh,MGI:2669355
OLAS:2160319,129P4/RrJ,laboratory mouse,,inbred,,Oliver He|Jie Zheng|Leo Yeh,MGI:2160319
OLAS:2669494,129P4/RrJLac,laboratory mouse,,inbred,,Oliver He|Jie Zheng|Leo Yeh,MGI:2669494
OLAS:2160931,129P4/RrRkJ,laboratory mouse,,inbred,,Oliver He|Jie Zheng|Leo Yeh,MGI:2160931
OLAS:2164965,129P4/RrSv,laboratory mouse,,inbred,,Oliver He|Jie Zheng|Leo Yeh,MGI:2164965
OLAS:2162479,129P4/RrSvChr-oe,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2162479
OLAS:6332111,129-PAR2<F2rl1<tm1Mslb>/Apb,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6332111
OLAS:2164101,129/Pi,laboratory mouse,,inbred,,Oliver He|Jie Zheng|Leo Yeh,MGI:2164101
OLAS:5767120,129-Pias4<tm1Hwu>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5767120
OLAS:7451312,129-Pik3cb<tm1.1Bvan>/Bvan,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7451312
OLAS:3618486,129-Pml<tm1Ppp>/Nci,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3618486
OLAS:3040400,129P/Ola,laboratory mouse,,inbred,,Oliver He|Jie Zheng|Leo Yeh,MGI:3040400
OLAS:3716359,129-Prdx6<tm1Pgn>/Pgn,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3716359
OLAS:3716776,129-Prmt3<Gt(XC265)Byg>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3716776
OLAS:6335490,129-Prnp<tm1Canc>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6335490
OLAS:6335489,129-Prnp<tm2Canc>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6335489
OLAS:5309119,129-Prnp<tm2Edin>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5309119
OLAS:6335488,129-Prnp<tm3Canc>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6335488
OLAS:2164785,129P/SvOla,laboratory mouse,,inbred,,Oliver He|Jie Zheng|Leo Yeh,MGI:2164785
OLAS:3623991,129-Ptgir<tm1Sna> Tbxa2r<tm1Cof>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3623991
OLAS:4440890,129-Rab25<tm1Jrgo>,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:4440890
