ID,Label,inSubset,Parent,animal name,model organism,pathogen_name,model for pathogen,disease name,model for disease,Definition,term editor,seeAlso
ID,A rdfs:label,A http://www.geneontology.org/formats/oboInOwl#inSubset,C % SPLIT=|,,C 'model organism' some % SPLIT=|,,C 'animal model for pathogen' value % SPLIT=|,,C 'animal model for disease' value % SPLIT=|,A definition,A term editor SPLIT=|,A rdfs:seeAlso SPLIT=|
OLAS:0000187,Mycobacterium tuberculosis vaccine guinea pig animal model,vaccine animal model,vaccine animal model,guinea pig,NCBITaxon:10141,Mycobacterium tuberculosis,NCBITaxon:1773,,,Vaccine animal model that uses guinea pig for research of vaccine against Mycobacterium tuberculosis.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=29#Vaccine_Information
OLAS:0000188,Mycobacterium tuberculosis vaccine macaque animal model,vaccine animal model,vaccine animal model,macaque,NCBITaxon:9541,Mycobacterium tuberculosis,NCBITaxon:1773,,,Vaccine animal model that uses macaque for research of vaccine against Mycobacterium tuberculosis.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=29#Vaccine_Information
OLAS:0000189,Mycobacterium tuberculosis vaccine cattle animal model,vaccine animal model,vaccine animal model,cattle,NCBITaxon:9913,Mycobacterium tuberculosis,NCBITaxon:1773,,,Vaccine animal model that uses cattle for research of vaccine against Mycobacterium tuberculosis.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=29#Vaccine_Information
OLAS:0000190,Mycobacterium tuberculosis vaccine rabbit animal model,vaccine animal model,vaccine animal model,rabbit,NCBITaxon:9986,Mycobacterium tuberculosis,NCBITaxon:1773,,,Vaccine animal model that uses rabbit for research of vaccine against Mycobacterium tuberculosis.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=29#Vaccine_Information
OLAS:0000191,Mycobacterium marinum vaccine fish animal model,vaccine animal model,vaccine animal model,fish,NCBITaxon:117565,Mycobacterium marinum,NCBITaxon:1781,,,Vaccine animal model that uses fish for research of vaccine against Mycobacterium marinum.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=246#Vaccine_Information
OLAS:0000192,Mycoplasma gallisepticum vaccine chicken animal model,vaccine animal model,vaccine animal model,chicken,NCBITaxon:9031,Mycoplasma gallisepticum,NCBITaxon:2096,,,Vaccine animal model that uses chicken for research of vaccine against Mycoplasma gallisepticum.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=84#Vaccine_Information
OLAS:0000193,Mycoplasma hyopneumoniae vaccine pig animal model,vaccine animal model,vaccine animal model,pig,NCBITaxon:9823,Mycoplasma hyopneumoniae,NCBITaxon:2099,,,Vaccine animal model that uses pig for research of vaccine against Mycoplasma hyopneumoniae.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=200#Vaccine_Information
OLAS:0000194,Coccidioides vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Coccidioides,NCBITaxon:5500,,,Vaccine animal model that uses mouse for research of vaccine against Coccidioides.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=132#Vaccine_Information
OLAS:0000195,Leishmania amazonensis vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Leishmania amazonensis,NCBITaxon:5659,,,Vaccine animal model that uses mouse for research of vaccine against Leishmania amazonensis.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=117#Vaccine_Information
OLAS:0000196,Leishmania donovani vaccine hamster animal model,vaccine animal model,vaccine animal model,hamster,NCBITaxon:10036,Leishmania donovani,NCBITaxon:5661,,,Vaccine animal model that uses hamster for research of vaccine against Leishmania donovani.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=97#Vaccine_Information
OLAS:0000197,Leishmania donovani vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Leishmania donovani,NCBITaxon:5661,,,Vaccine animal model that uses mouse for research of vaccine against Leishmania donovani.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=97#Vaccine_Information
OLAS:0000198,Leishmania major vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Leishmania major,NCBITaxon:5664,,,Vaccine animal model that uses mouse for research of vaccine against Leishmania major.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=115#Vaccine_Information
OLAS:0000199,Leishmania infantum vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Leishmania infantum,NCBITaxon:5671,,,Vaccine animal model that uses mouse for research of vaccine against Leishmania infantum.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=116#Vaccine_Information
OLAS:0000200,Leishmania infantum vaccine dog animal model,vaccine animal model,vaccine animal model,dog,NCBITaxon:9615,Leishmania infantum,NCBITaxon:5671,,,Vaccine animal model that uses dog for research of vaccine against Leishmania infantum.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=116#Vaccine_Information
OLAS:0000201,Trypanosoma brucei vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Trypanosoma brucei,NCBITaxon:5691,,,Vaccine animal model that uses mouse for research of vaccine against Trypanosoma brucei.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=133#Vaccine_Information
OLAS:0000202,Trypanosoma cruzi vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Trypanosoma cruzi,NCBITaxon:5693,,,Vaccine animal model that uses mouse for research of vaccine against Trypanosoma cruzi.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=118#Vaccine_Information
OLAS:0000203,Trypanosoma cruzi vaccine dog animal model,vaccine animal model,vaccine animal model,dog,NCBITaxon:9615,Trypanosoma cruzi,NCBITaxon:5693,,,Vaccine animal model that uses dog for research of vaccine against Trypanosoma cruzi.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=118#Vaccine_Information
OLAS:0000204,Giardia duodenalis vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Giardia duodenalis,NCBITaxon:5741,,,Vaccine animal model that uses mouse for research of vaccine against Giardia duodenalis.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=94#Vaccine_Information
OLAS:0000205,Entamoeba histolytica vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Entamoeba histolytica,NCBITaxon:5759,,,Vaccine animal model that uses mouse for research of vaccine against Entamoeba histolytica.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=131#Vaccine_Information
OLAS:0000206,Eimeria vaccine chicken animal model,vaccine animal model,vaccine animal model,chicken,NCBITaxon:9031,Eimeria,NCBITaxon:5800,,,Vaccine animal model that uses chicken for research of vaccine against Eimeria.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=87#Vaccine_Information
OLAS:0000207,Eimeria tenella vaccine chicken animal model,vaccine animal model,vaccine animal model,chicken,NCBITaxon:9031,Eimeria tenella,NCBITaxon:5802,,,Vaccine animal model that uses chicken for research of vaccine against Eimeria tenella.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=88#Vaccine_Information
OLAS:0000208,Eimeria maxima vaccine chicken animal model,vaccine animal model,vaccine animal model,chicken,NCBITaxon:9031,Eimeria maxima,NCBITaxon:5804,,,Vaccine animal model that uses chicken for research of vaccine against Eimeria maxima.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=98#Vaccine_Information
OLAS:0000209,Cryptosporidium parvum vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Cryptosporidium parvum,NCBITaxon:5807,,,Vaccine animal model that uses mouse for research of vaccine against Cryptosporidium parvum.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=123#Vaccine_Information
OLAS:0000210,Toxoplasma gondii vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Toxoplasma gondii,NCBITaxon:5811,,,Vaccine animal model that uses mouse for research of vaccine against Toxoplasma gondii.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=91#Vaccine_Information
OLAS:0000211,Plasmodium vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Plasmodium,NCBITaxon:5820,,,Vaccine animal model that uses mouse for research of vaccine against Plasmodium.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=30#Vaccine_Information
OLAS:0000212,Plasmodium vaccine monkey animal model,vaccine animal model,vaccine animal model,monkey,NCBITaxon:9479,Plasmodium,NCBITaxon:5820,,,Vaccine animal model that uses monkey for research of vaccine against Plasmodium.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=30#Vaccine_Information
OLAS:0000213,Plasmodium vaccine macaque animal model,vaccine animal model,vaccine animal model,macaque,NCBITaxon:9541,Plasmodium,NCBITaxon:5820,,,Vaccine animal model that uses macaque for research of vaccine against Plasmodium.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=30#Vaccine_Information
OLAS:0000214,Plasmodium vaccine chimpanzee animal model,vaccine animal model,vaccine animal model,chimpanzee,NCBITaxon:9598,Plasmodium,NCBITaxon:5820,,,Vaccine animal model that uses chimpanzee for research of vaccine against Plasmodium.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=30#Vaccine_Information
OLAS:0000215,Plasmodium vaccine sheep animal model,vaccine animal model,vaccine animal model,sheep,NCBITaxon:9940,Plasmodium,NCBITaxon:5820,,,Vaccine animal model that uses sheep for research of vaccine against Plasmodium.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=30#Vaccine_Information
OLAS:0000216,Plasmodium vaccine rabbit animal model,vaccine animal model,vaccine animal model,rabbit,NCBITaxon:9986,Plasmodium,NCBITaxon:5820,,,Vaccine animal model that uses rabbit for research of vaccine against Plasmodium.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=30#Vaccine_Information
OLAS:0000217,Babesia bovis vaccine cattle animal model,vaccine animal model,vaccine animal model,cattle,NCBITaxon:9913,Babesia bovis,NCBITaxon:5865,,,Vaccine animal model that uses cattle for research of vaccine against Babesia bovis.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=92#Vaccine_Information
OLAS:0000218,Theileria annulata vaccine cattle animal model,vaccine animal model,vaccine animal model,cattle,NCBITaxon:9913,Theileria annulata,NCBITaxon:5874,,,Vaccine animal model that uses cattle for research of vaccine against Theileria annulata.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=90#Vaccine_Information
OLAS:0000219,Theileria parva vaccine cattle animal model,vaccine animal model,vaccine animal model,cattle,NCBITaxon:9913,Theileria parva,NCBITaxon:5875,,,Vaccine animal model that uses cattle for research of vaccine against Theileria parva.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=89#Vaccine_Information
OLAS:0000220,Schistosoma japonicum vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Schistosoma japonicum,NCBITaxon:6182,,,Vaccine animal model that uses mouse for research of vaccine against Schistosoma japonicum.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=242#Vaccine_Information
OLAS:0000221,Schistosoma mansoni vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Schistosoma mansoni,NCBITaxon:6183,,,Vaccine animal model that uses mouse for research of vaccine against Schistosoma mansoni.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=225#Vaccine_Information
OLAS:0000222,Trichinella spiralis vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Trichinella spiralis,NCBITaxon:6334,,,Vaccine animal model that uses mouse for research of vaccine against Trichinella spiralis.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=264#Vaccine_Information
OLAS:0000223,Vaccinia virus vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Vaccinia virus,NCBITaxon:10245,,,Vaccine animal model that uses mouse for research of vaccine against Vaccinia virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=243#Vaccine_Information
OLAS:0000224,Variola virus vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Variola virus,NCBITaxon:10255,,,Vaccine animal model that uses mouse for research of vaccine against Variola virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=18#Vaccine_Information
OLAS:0000225,Variola virus vaccine monkey animal model,vaccine animal model,vaccine animal model,monkey,NCBITaxon:9479,Variola virus,NCBITaxon:10255,,,Vaccine animal model that uses monkey for research of vaccine against Variola virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=18#Vaccine_Information
OLAS:0000226,Variola virus vaccine rabbit animal model,vaccine animal model,vaccine animal model,rabbit,NCBITaxon:9986,Variola virus,NCBITaxon:10255,,,Vaccine animal model that uses rabbit for research of vaccine against Variola virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=18#Vaccine_Information
OLAS:0000227,Orf virus vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Orf virus,NCBITaxon:10258,,,Vaccine animal model that uses mouse for research of vaccine against Orf virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=160#Vaccine_Information
OLAS:0000228,Herpes simplex virus type 1 and 2 vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Herpes simplex virus type 1 and 2,NCBITaxon:10298,,,Vaccine animal model that uses mouse for research of vaccine against Herpes simplex virus type 1 and 2.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=100#Vaccine_Information
OLAS:0000229,Herpes simplex virus type 1 and 2 vaccine guinea pig animal model,vaccine animal model,vaccine animal model,guinea pig,NCBITaxon:10141,Herpes simplex virus type 1 and 2,NCBITaxon:10298,,,Vaccine animal model that uses guinea pig for research of vaccine against Herpes simplex virus type 1 and 2.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=100#Vaccine_Information
OLAS:0000230,Bovine herpesvirus 1 vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Bovine herpesvirus 1,NCBITaxon:10320,,,Vaccine animal model that uses mouse for research of vaccine against Bovine herpesvirus 1.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=67#Vaccine_Information
OLAS:0000231,Bovine herpesvirus 1 vaccine cattle animal model,vaccine animal model,vaccine animal model,cattle,NCBITaxon:9913,Bovine herpesvirus 1,NCBITaxon:10320,,,Vaccine animal model that uses cattle for research of vaccine against Bovine herpesvirus 1.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=67#Vaccine_Information
OLAS:0000232,Equid herpesvirus vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Equid herpesvirus,NCBITaxon:10326,,,Vaccine animal model that uses mouse for research of vaccine against Equid herpesvirus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=173#Vaccine_Information
OLAS:0000233,Equid herpesvirus vaccine horse animal model,vaccine animal model,vaccine animal model,horse,NCBITaxon:9796,Equid herpesvirus,NCBITaxon:10326,,,Vaccine animal model that uses horse for research of vaccine against Equid herpesvirus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=173#Vaccine_Information
OLAS:0000234,Feline herpesvirus 1 vaccine cat animal model,vaccine animal model,vaccine animal model,cat,NCBITaxon:9685,Feline herpesvirus 1,NCBITaxon:10334,,,Vaccine animal model that uses cat for research of vaccine against Feline herpesvirus 1.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=156#Vaccine_Information
OLAS:0000235,Varicella-zoster virus vaccine guinea pig animal model,vaccine animal model,vaccine animal model,guinea pig,NCBITaxon:10141,Varicella-zoster virus,NCBITaxon:10335,,,Vaccine animal model that uses guinea pig for research of vaccine against Varicella-zoster virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=60#Vaccine_Information
OLAS:0000236,Pseudorabies virus vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Pseudorabies virus,NCBITaxon:10345,,,Vaccine animal model that uses mouse for research of vaccine against Pseudorabies virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=65#Vaccine_Information
OLAS:0000237,Pseudorabies virus vaccine pig animal model,vaccine animal model,vaccine animal model,pig,NCBITaxon:9823,Pseudorabies virus,NCBITaxon:10345,,,Vaccine animal model that uses pig for research of vaccine against Pseudorabies virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=65#Vaccine_Information
OLAS:0000238,Human cytomegalovirus vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Human cytomegalovirus,NCBITaxon:10359,,,Vaccine animal model that uses mouse for research of vaccine against Human cytomegalovirus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=231#Vaccine_Information
OLAS:0000239,Murine cytomegalovirus vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Murine cytomegalovirus,NCBITaxon:10366,,,Vaccine animal model that uses mouse for research of vaccine against Murine cytomegalovirus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=227#Vaccine_Information
OLAS:0000240,Gallid herpesvirus 1 vaccine chicken animal model,vaccine animal model,vaccine animal model,chicken,NCBITaxon:9031,Gallid herpesvirus 1,NCBITaxon:10386,,,Vaccine animal model that uses chicken for research of vaccine against Gallid herpesvirus 1.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=157#Vaccine_Information
OLAS:0000241,infectious laryngotracheitis virus vaccine chicken animal model,vaccine animal model,vaccine animal model,chicken,NCBITaxon:9031,infectious laryngotracheitis virus,NCBITaxon:10386,,,Vaccine animal model that uses chicken for research of vaccine against infectious laryngotracheitis virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=268#Vaccine_Information
OLAS:0000242,Marek's disease virus vaccine chicken animal model,vaccine animal model,vaccine animal model,chicken,NCBITaxon:9031,Marek's disease virus,NCBITaxon:10390,,,Vaccine animal model that uses chicken for research of vaccine against Marek's disease virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=69#Vaccine_Information
OLAS:0000243,Hepatitis B virus vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Hepatitis B virus,NCBITaxon:10407,,,Vaccine animal model that uses mouse for research of vaccine against Hepatitis B virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=49#Vaccine_Information
OLAS:0000244,Hepatitis B virus vaccine ducks animal model,vaccine animal model,vaccine animal model,ducks,NCBITaxon:8835,Hepatitis B virus,NCBITaxon:10407,,,Vaccine animal model that uses ducks for research of vaccine against Hepatitis B virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=49#Vaccine_Information
OLAS:0000245,Hepatitis B virus vaccine chimpanzee animal model,vaccine animal model,vaccine animal model,chimpanzee,NCBITaxon:9598,Hepatitis B virus,NCBITaxon:10407,,,Vaccine animal model that uses chimpanzee for research of vaccine against Hepatitis B virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=49#Vaccine_Information
OLAS:0000246,African Swine Fever virus vaccine pig animal model,vaccine animal model,vaccine animal model,pig,NCBITaxon:9823,African Swine Fever virus,NCBITaxon:10497,,,Vaccine animal model that uses pig for research of vaccine against African Swine Fever virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=220#Vaccine_Information
OLAS:0000247,Adenovirus vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Adenovirus,NCBITaxon:10508,,,Vaccine animal model that uses mouse for research of vaccine against Adenovirus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=216#Vaccine_Information
OLAS:0000248,Human Papillomavirus vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Human Papillomavirus,NCBITaxon:10566,,,Vaccine animal model that uses mouse for research of vaccine against Human Papillomavirus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=54#Vaccine_Information
OLAS:0000249,Human Papillomavirus vaccine rabbit animal model,vaccine animal model,vaccine animal model,rabbit,NCBITaxon:9986,Human Papillomavirus,NCBITaxon:10566,,,Vaccine animal model that uses rabbit for research of vaccine against Human Papillomavirus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=54#Vaccine_Information
OLAS:0000250,Bovine papillomavirus vaccine cattle animal model,vaccine animal model,vaccine animal model,cattle,NCBITaxon:9913,Bovine papillomavirus,NCBITaxon:10571,,,Vaccine animal model that uses cattle for research of vaccine against Bovine papillomavirus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=193#Vaccine_Information
OLAS:0000251,Avian Polyomavirus vaccine parrot animal model,vaccine animal model,vaccine animal model,parrot,NCBITaxon:9224,Avian Polyomavirus,NCBITaxon:10624,,,Vaccine animal model that uses parrot for research of vaccine against Avian Polyomavirus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=168#Vaccine_Information
OLAS:0000252,Canine parvovirus vaccine dog animal model,vaccine animal model,vaccine animal model,dog,NCBITaxon:9615,Canine parvovirus,NCBITaxon:10788,,,Vaccine animal model that uses dog for research of vaccine against Canine parvovirus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=72#Vaccine_Information
OLAS:0000253,Rotavirus vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Rotavirus,NCBITaxon:10912,,,Vaccine animal model that uses mouse for research of vaccine against Rotavirus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=57#Vaccine_Information
OLAS:0000254,Porcine rotavirus vaccine pig animal model,vaccine animal model,vaccine animal model,pig,NCBITaxon:9823,Porcine rotavirus,NCBITaxon:10913,,,Vaccine animal model that uses pig for research of vaccine against Porcine rotavirus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=184#Vaccine_Information
OLAS:0000255,Infectious bursal disease virus vaccine chicken animal model,vaccine animal model,vaccine animal model,chicken,NCBITaxon:9031,Infectious bursal disease virus,NCBITaxon:10995,,,Vaccine animal model that uses chicken for research of vaccine against Infectious bursal disease virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=146#Vaccine_Information
OLAS:0000256,Infectious pancreatic necrosis virus vaccine fish animal model,vaccine animal model,vaccine animal model,fish,NCBITaxon:117565,Infectious pancreatic necrosis virus,NCBITaxon:11002,,,Vaccine animal model that uses fish for research of vaccine against Infectious pancreatic necrosis virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=245#Vaccine_Information
OLAS:0000257,Eastern equine encephalitis virus vaccine macaque animal model,vaccine animal model,vaccine animal model,macaque,NCBITaxon:9541,Eastern equine encephalitis virus,NCBITaxon:11021,,,Vaccine animal model that uses macaque for research of vaccine against Eastern equine encephalitis virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=151#Vaccine_Information
OLAS:0000258,Sindbis virus vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Sindbis virus,NCBITaxon:11034,,,Vaccine animal model that uses mouse for research of vaccine against Sindbis virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=244#Vaccine_Information
OLAS:0000259,Venezuelan equine encephalitis virus vaccine hamster animal model,vaccine animal model,vaccine animal model,hamster,NCBITaxon:10036,Venezuelan equine encephalitis virus,NCBITaxon:11036,,,Vaccine animal model that uses hamster for research of vaccine against Venezuelan equine encephalitis virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=32#Vaccine_Information
OLAS:0000260,Venezuelan equine encephalitis virus vaccine mouse animal model,vaccine animal model,vaccine animal model,mouse,NCBITaxon:10090,Venezuelan equine encephalitis virus,NCBITaxon:11036,,,Vaccine animal model that uses mouse for research of vaccine against Venezuelan equine encephalitis virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=32#Vaccine_Information
OLAS:0000261,Venezuelan equine encephalitis virus vaccine guinea pig animal model,vaccine animal model,vaccine animal model,guinea pig,NCBITaxon:10141,Venezuelan equine encephalitis virus,NCBITaxon:11036,,,Vaccine animal model that uses guinea pig for research of vaccine against Venezuelan equine encephalitis virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=32#Vaccine_Information
OLAS:0000262,Venezuelan equine encephalitis virus vaccine monkey animal model,vaccine animal model,vaccine animal model,monkey,NCBITaxon:9479,Venezuelan equine encephalitis virus,NCBITaxon:11036,,,Vaccine animal model that uses monkey for research of vaccine against Venezuelan equine encephalitis virus.,Oliver He|Jie Zheng|Leo Yeh,https://violinet.org/vaxquery/query_detail.php?c_pathogen_id=32#Vaccine_Information
